image_id,cancer,InceptionV3_ImageNet_logit_1024_0,InceptionV3_ImageNet_logit_1024_1,InceptionV3_ImageNet_logit_1024_2,InceptionV3_ImageNet_logit_1024_3,InceptionV3_ImageNet_logit_1024_4
111020467,0,0.02406144496942672,0.025401764674992038,0.008971251546947303,0.007513187270821885,0.007703859522009767
1360770089,0,0.017872505564225188,0.014778449051537494,0.004533844507953759,0.005913663189890412,0.011457962554334102
21872985,0,0.002534986475317142,0.010723042959484726,0.006043858532431249,0.0022203869872466403,0.012373068352469853
1924268326,0,0.015254862215289744,0.01053773761752699,0.005913216867286651,0.0052766286967545865,0.022520067917359315
1332075298,0,0.044894485760795834,0.0202865591364959,0.032673092695982606,0.013193742884984766,0.017609004766097662
1436130967,0,0.03274032158942528,0.008444574867486418,0.008078912907266526,0.0137381611881905,0.018685157424965466
356073281,0,0.01993968491650106,0.03475454600763183,0.02255183281344158,0.026864405324799792,0.011633176518891356
1359841808,0,0.02520414582490329,0.048243798508901974,0.032759478891138304,0.01640936748387536,0.04567101357609316
1487891187,0,0.025169159442403954,0.0070109329411839625,0.01660151585178677,0.008674124606527901,0.01517369477167571
2140865729,0,0.1563628296419078,0.04141891732889961,0.04592162838625439,0.018190559138987535,0.020664265705479804
138455989,0,0.013000277683643239,0.028450884369415085,0.026403882971120344,0.012076324388928092,0.017399490319979626
1233807307,0,0.010074882998885192,0.010468998416313562,0.008765447207257242,0.009131325964144473,0.027904356990933
416911078,0,0.03886182838398828,0.02875832168590746,0.029990104214023285,0.024203953627032867,0.01913451308172839
863584419,0,0.07487499303039227,0.022875563279175937,0.04590759792464705,0.0492265369803236,0.03624543554161607
681293144,0,0.011705335712887009,0.033800330642588514,0.008487614147149198,0.019151211518003874,0.055276430363094715
893081740,0,0.02322629001803348,0.017612456267993525,0.028003779048449782,0.013578403868886962,0.053981213044764054
153118702,0,0.017964852168593504,0.014421048304912035,0.01911512680718663,0.012294803296680727,0.009860646370102482
671053837,0,0.027924785994010687,0.015138438137802548,0.028708634069420105,0.027399300676408462,0.023238791455232853
399181091,0,0.01854780566619415,0.03538308237646144,0.02384897446947924,0.021262084118173877,0.026530877286106553
1212253864,0,0.015280063373898901,0.03579147813640359,0.0085288747137319,0.03547952191953581,0.052789274027253585
1380903818,0,0.014812663844645415,0.03239723094160471,0.011178346854860554,0.02538203014677087,0.06602773078223062
346138451,0,0.02998194294208063,0.015609300148853212,0.006945131150579393,0.011510577270983233,0.011949736065173217
816175133,0,0.018712441901920663,0.04094570846531587,0.023994831326541084,0.010525486464483277,0.005589084293503183
1362666695,0,0.020926272086288385,0.02002051928908194,0.00896960712325052,0.012641171496018004,0.029224051543833954
1665207903,0,0.013835023573661403,0.012406487066224468,0.008941654212603357,0.013215399809598323,0.02834947972055567
2033708519,0,0.007640418900189874,0.010697191735718908,0.005421237140067114,0.010659518248186981,0.01687279709030634
64163305,0,0.0625426706809714,0.02062566700901832,0.014422943909621727,0.04776377202361429,0.03130391070476606
137961824,0,0.06200050509216695,0.027814214766724295,0.025712763310092136,0.029233589568341184,0.010136284658059862
380350032,0,0.03397358362995663,0.03283748444352399,0.02884796644846364,0.021175078996165456,0.014197454185807713
1753303399,0,0.041488765664631035,0.013106958729453106,0.03241062020422494,0.02138084765990394,0.00757447444982691
99792151,0,0.005501754754513049,0.03290146956174024,0.01609214044918971,0.003810609303707677,0.015168912659876611
241926138,0,0.013465508395661895,0.029216739258998994,0.020391063040714207,0.014396365349232025,0.02295967200913991
1552134322,0,0.017541001270939122,0.013159218511650958,0.013559296590273414,0.028607523813696408,0.032833773363369546
269811751,0,0.016610755869689575,0.020264124233080025,0.02461136140750561,0.008387519786959726,0.00633863351148094
1084689895,0,0.03367938245609961,0.04351241666594404,0.011597201101698184,0.020857038476382563,0.01656826235756413
110562898,0,0.02821312307644591,0.027050090239217853,0.014741858954655553,0.013689259777053731,0.014903592106474971
1564996746,0,0.01765458825910493,0.01742067550273172,0.014266087032713533,0.009438184209684114,0.01313147010679281
720877274,0,0.05080116684716397,0.037765734810505776,0.07126099124477911,0.018052321652962614,0.004234966137001908
1749888089,0,0.040258057775014094,0.013183748101787829,0.013106967187348004,0.006695324056022398,0.010584152610973873
1905496957,0,0.010216197147400203,0.01511030153549592,0.0242975672178448,0.024085043043124532,0.047761708257492146
2009051411,0,0.00838966098238168,0.053000002214542576,0.04902757369877488,0.01692343101482075,0.04677855547011085
607377238,0,0.02434417023343308,0.010866216315504959,0.003267770200622583,0.0038010926357506035,0.006511059533788058
1966021463,0,0.023729083651253192,0.012385394188829566,0.003781538757137189,0.010971549510888813,0.0213813571062086
1017032466,0,0.011166898324604825,0.023612756695104646,0.010206828270210062,0.005179010416773211,0.012394624232312898
1107790262,0,0.009780872783841175,0.01387254433252743,0.009553205736119943,0.005064546828176439,0.009856027926282717
722947379,0,0.028513599654007356,0.009369484485948204,0.009177055786736586,0.00707898963142304,0.006096109338121857
1863074662,0,0.014184341463879155,0.007887933560096417,0.0094639991970992,0.00726320252560687,0.005933150362896989
1334870931,0,0.033725849536221014,0.021279632564797486,0.029532480919468525,0.013272473213744128,0.016090399003162118
1587550393,0,0.019290324854826773,0.012024965154976142,0.03022455498420905,0.018333482473338773,0.009588468710670024
115673357,0,0.02050014865773699,0.010789500295924728,0.0029287532427009822,0.004813002662081397,0.0030808981239045722
681869964,0,0.025676587023324784,0.0070057137791067325,0.006442164538801212,0.002562725998641691,0.0033873079018085484
559036768,0,0.029720154468268322,0.025803084292151432,0.02280228089464291,0.007465749690459014,0.017276342616044275
1695338684,0,0.009290456110023729,0.018610993877102112,0.016712247027149414,0.006807920694701825,0.010855286559220913
318614315,0,0.013625530907753933,0.019662359383883506,0.012773606133194377,0.006613718119259817,0.013982687333673095
1525125898,0,0.030051642330831897,0.02165673955518284,0.015827464944011216,0.009190928107439211,0.008950933603831007
103866490,0,0.015363937075802383,0.01026467729681446,0.011986372843895579,0.004411072657454505,0.019981862224667538
414132980,0,0.0037928276528609354,0.011796109547889417,0.007395372852371085,0.005681412626950682,0.015574302137010897
18116642,0,0.039476839205024074,0.010284953497158491,0.024997481836906213,0.014490655411893096,0.004055336927628265
369174347,0,0.0874999574857408,0.012670424922846073,0.014992045377268733,0.011711092076502198,0.01303385778684191
1017657643,0,0.07750656081176703,0.0060786470033470374,0.004326472126633228,0.011649999523376023,0.006575718809465212
315489460,0,0.010495011695516643,0.024648857481075596,0.013624213070014223,0.010275770102806586,0.010331497110784085
1568819018,0,0.02064530245143583,0.022391301024417914,0.02885434166494218,0.01476102403281603,0.011577807947442292
1576169082,0,0.01147684482934263,0.017171300706987806,0.009418306548884516,0.0115943316168525,0.03732548875656701
235708697,0,0.023825257319614303,0.01504678196505666,0.03327377504540606,0.012349508451470242,0.022579861810836696
608704305,0,0.019000176130441263,0.008470841506638856,0.008776211789600818,0.015763593360485013,0.04146639217197452
1794316208,0,0.02679087919411079,0.01910587906688669,0.01401187761643597,0.005612083483231035,0.010631784726881794
2059636334,0,0.032870247517639416,0.02955350088268893,0.03688069694317156,0.021916204791448995,0.03877343534852565
1025288867,0,0.0088802545798361,0.007220968210323013,0.02068203150080322,0.009360780272465487,0.005869676522072649
1264805357,0,0.011615046521709492,0.010411214980089388,0.02110336657583366,0.004227614417848022,0.01011187403751954
117176863,0,0.033635965180496954,0.021358697318043872,0.0396413795556125,0.03743118005930857,0.04078333402337194
1550352562,0,0.021057113886070514,0.02303420201084575,0.03587116600459299,0.022175023016656668,0.009943160116057382
66767280,0,0.012995016233990162,0.01145944556900166,0.010765198485022222,0.003376260880695532,0.009407818320748395
575480650,0,0.012825076833078012,0.02208692350070202,0.018520324787323093,0.00491232874572412,0.006222599742466715
1239489671,0,0.014278237891364705,0.020241316044107994,0.018011659625814757,0.0057381559298572485,0.02670617974227196
1518681575,0,0.01995942626232226,0.01665747085408912,0.01514681287448983,0.004606107742576647,0.04826109075094932
699997993,0,0.0862621963791057,0.042393062049378295,0.01582963904365897,0.015698878802589755,0.006036704714678616
1319535576,0,0.025411280672396595,0.01898426260543214,0.015418688022474024,0.021221445583704347,0.013119535829701589
1022314316,0,0.03000757387928819,0.014729557498499904,0.023726530050028005,0.021479620906794002,0.03161343594992189
1111960447,0,0.013437824554547392,0.015094495334284851,0.017080025095539086,0.038481857921124234,0.01091702285473554
846218107,0,0.017905946206307557,0.037473651355803966,0.015793736634781768,0.005989319037282034,0.005100357116036544
1790151672,0,0.024588133845212065,0.02134297169936312,0.006690215026811057,0.005464789498601395,0.015992218720351614
429934661,0,0.015711335288741277,0.05364961430521673,0.017693496916704528,0.019551702490005582,0.015093736770784518
450955062,0,0.01831531659687284,0.062009898005330424,0.02607901062321743,0.020237497213667816,0.013939555223509962
616848768,0,0.048838394340569254,0.01129321748921329,0.02373330248401049,0.013106942864730015,0.014375630332681806
1741180433,0,0.008847986029606321,0.004238258990845739,0.008314378092134764,0.003989670596560852,0.00335895779071082
959754061,0,0.04260354619382345,0.021381397683481896,0.04496600579462457,0.032991707887198934,0.0425584216936684
1977854978,0,0.017870734551745537,0.028771448993740224,0.023399776561285873,0.02452162710492283,0.02031614006557629
107993356,0,0.09614118318352466,0.02397433032759923,0.06350964244927797,0.020151037017169533,0.008026794240325553
359766737,0,0.1113070039843381,0.05928124183181947,0.020323722289244672,0.02190878162704363,0.021328968476036197
800970809,0,0.05632573817501514,0.02038744558182094,0.04522938324885706,0.013972383881486455,0.007342821157206518
